hostname,gaia_id,default_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rowupdate,pl_pubdate;
WASP-140,Gaia DR2 5094154336330994688,1,5260.00,100.00,-100.00,0,0.120,0.100,-0.100,0,[Fe/H],4.51,0.04,-0.04,0,3.1000,0.8000,-0.8000,0,,,,,2.12,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-11-30,2017-03;
WASP-141,Gaia DR2 2980392087185289216,1,5900.00,120.00,-120.00,0,0.290,0.090,-0.090,0,[Fe/H],4.26,0.04,-0.04,0,3.9000,0.8000,-0.8000,0,,,,,33.83,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-11-30,2017-03;
WASP-142,Gaia DR2 5674618444832114304,1,6010.00,140.00,-140.00,0,0.260,0.120,-0.120,0,[Fe/H],4.13,0.04,-0.04,0,3.1000,1.4000,-1.4000,0,,,,,47.13,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-11-30,2017-03;
WASP-144,Gaia DR2 6582435924022652672,1,5200.00,140.00,-140.00,0,0.180,0.140,-0.140,0,,4.53,0.03,-0.03,0,1.9000,1.2000,-1.2000,0,,,,,16.11,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-10-24,2019-01;
WASP-145 A,Gaia DR2 6458529931463278848,1,4900.00,150.00,-150.00,0,-0.040,0.100,-0.100,0,,4.65,0.10,-0.10,0,2.1000,1.1000,-1.1000,0,,,,,3.35,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-10-24,2019-01;
WASP-147,Gaia DR2 2340919358581488768,1,5702.00,100.00,-100.00,0,0.092,0.069,-0.071,0,[Fe/H],,,,,0.3000,0.8000,-0.3000,0,,,,,-1.62,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-11-02,2019-01;
WASP-148,Gaia DR2 1358355738906114816,1,5555.00,90.00,-90.00,0,0.099,0.078,-0.078,0,[Fe/H],4.50,0.02,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022-10-03,2022-07;
WASP-148,Gaia DR2 1358355738906114816,1,5555.00,90.00,-90.00,0,0.099,0.078,-0.078,0,[Fe/H],4.50,0.02,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022-10-03,2022-07;
WASP-15,Gaia DR2 6171009049549197824,1,6300.00,100.00,-100.00,0,-0.170,,,0,[Fe/H],4.35,0.15,-0.15,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-150,Gaia DR2 1416731285125373184,1,6218.00,49.00,-45.00,0,0.156,0.100,-0.089,0,[Fe/H],4.15,0.03,-0.02,0,8.8200,0.9500,-0.9500,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2020-05-15,2020-06;
WASP-151,Gaia DR2 2657135741633337088,1,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022-02-22,2020-01;
WASP-153,Gaia DR2 2110106372987465216,1,5914.00,64.00,-64.00,0,0.340,0.110,-0.110,0,[Fe/H],4.10,0.06,-0.06,0,5.1900,0.9500,-0.9500,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2017-10-23,2018-03;
WASP-156,Gaia DR2 2514360548993901312,1,4910.00,61.00,-61.00,0,0.240,0.120,-0.120,0,[Fe/H],4.60,0.04,-0.07,0,3.8000,0.9100,-0.9100,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2017-10-23,2018-03;
WASP-157,Gaia DR2 3630269399833507200,1,5772.00,86.00,-86.00,0,0.250,0.060,-0.060,0,[Fe/H],4.38,0.03,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-10-24,2018-12;
WASP-158,Gaia DR2 2424621502311961344,1,6350.00,150.00,-150.00,0,0.240,0.100,-0.100,0,,4.30,0.05,-0.11,0,9.3000,1.3000,-1.3000,0,,,,,24.20,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-10-24,2019-01;
WASP-159,Gaia DR2 4864759888238232320,1,6120.00,140.00,-140.00,0,0.220,0.120,-0.120,0,,3.94,0.04,-0.04,0,5.7000,0.4000,-0.4000,0,,,,,35.16,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-10-24,2019-01;
WASP-16,Gaia DR2 6283723285046532864,1,5700.00,150.00,-150.00,0,0.010,,,0,[Fe/H],4.49,0.04,-0.04,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-160 B,Gaia DR2 2910755484609597312,1,5298.00,99.00,-99.00,0,0.270,0.100,-0.100,0,[Fe/H],,,,,,,,,,,,,-6.14,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-11-02,2019-01;
WASP-161,Gaia DR2 5751177095877066496,1,6400.00,100.00,-100.00,0,0.160,0.090,-0.090,0,[Fe/H],4.11,0.02,-0.03,0,18.0000,0.8000,-0.8000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-12-11,2019-02;
WASP-162,Gaia DR2 3558354604869150208,1,5300.00,100.00,-100.00,0,0.280,0.130,-0.130,0,,4.33,0.03,-0.03,0,1.0000,0.8000,-0.8000,0,,,,,16.82,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-10-24,2019-01;
WASP-163,Gaia DR2 4334991786994866304,1,5500.00,200.00,-200.00,0,-0.340,0.210,-0.210,0,[Fe/H],4.41,0.04,-0.04,0,5.0000,,,1,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-12-11,2019-02;
WASP-164,Gaia DR2 6491038642006989056,1,5806.00,190.00,-200.00,0,-0.010,0.190,-0.200,0,[Fe/H],,,,,,,,,,,,,12.26,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-11-02,2019-01;
WASP-165,Gaia DR2 2415410962124813056,1,5599.00,150.00,-150.00,0,0.330,0.130,-0.130,0,[Fe/H],,,,,,,,,,,,,25.66,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-11-02,2019-01;
WASP-166,Gaia DR2 5664957444179338240,1,6050.00,50.00,-50.00,0,0.190,0.050,-0.050,0,[Fe/H],4.34,0.05,-0.05,0,5.1000,0.3000,-0.3000,0,12.10,0.90,-0.90,0,23.63,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-07-19,2019-09;
WASP-167,Gaia DR2 6154982877299042944,1,7000.00,250.00,-250.00,0,0.100,0.100,-0.100,0,[Fe/H],4.13,0.02,-0.02,0,49.9400,0.0400,-0.0400,0,1.81,,,1,-3.41,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2017-07-24,2017-11;
WASP-168,Gaia DR2 5555500000779464448,1,6000.00,100.00,-100.00,0,-0.010,0.090,-0.090,0,,4.37,0.05,-0.05,0,0.3000,0.1000,-0.1000,0,,,,,50.46,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-10-24,2019-01;
WASP-169,Gaia DR2 5723772524469252096,1,6110.00,101.00,-101.00,0,0.060,0.070,-0.070,0,[Fe/H],3.96,0.03,-0.08,0,4.3000,0.9000,-0.9000,0,,,,,67.66,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-09-04,2019-10;
WASP-17,Gaia DR2 6042793005779654656,1,6550.00,100.00,-100.00,0,-0.250,,,0,[Fe/H],4.20,0.20,-0.20,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-170,Gaia DR2 5656184406542140032,1,5600.00,150.00,-150.00,0,0.220,0.090,-0.090,0,[Fe/H],4.47,0.03,-0.03,0,5.6000,1.0000,-1.0000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-12-11,2019-02;
WASP-171,Gaia DR2 5376137837173646208,1,5965.00,100.00,-100.00,0,0.040,0.070,-0.070,0,[Fe/H],4.08,0.02,-0.05,0,6.3000,0.9000,-0.9000,0,,,,,10.48,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-09-04,2019-10;
WASP-172,Gaia DR2 6086712585429729536,1,6900.00,140.00,-140.00,0,-0.100,0.080,-0.080,0,,4.05,0.05,-0.05,0,13.7000,1.0000,-1.0000,0,,,,,-20.28,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-10-24,2019-01;
WASP-173 A,Gaia DR2 2323985539482908416,1,5800.00,140.00,-140.00,0,0.160,0.140,-0.140,0,,4.37,0.03,-0.03,0,6.1000,0.3000,-0.3000,0,,,,,-7.86,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-10-24,2019-01;
WASP-174,Gaia DR2 6139403450370668800,1,6399.00,68.00,-68.00,0,0.060,0.060,-0.060,0,[Fe/H],4.27,0.01,-0.01,0,16.2400,0.5300,-0.5300,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022-01-24,2020-01;
WASP-175,Gaia DR2 5401743332678544640,1,6229.00,100.00,-100.00,0,0.150,0.069,-0.069,0,[Fe/H],4.36,0.04,-0.04,0,4.0000,,,1,,,,,5.38,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-09-04,2019-10;
WASP-176,Gaia DR2 1750321012752775040,1,5941.00,77.00,-79.00,0,0.164,0.081,-0.082,0,[Fe/H],4.00,0.04,-0.05,0,3.8000,1.0000,-1.0000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2020-05-15,2020-06;
WASP-177,Gaia DR2 2677447294810845824,1,5017.00,70.00,-70.00,0,0.250,0.040,-0.040,0,[Fe/H],4.49,0.05,-0.04,0,1.8000,1.0000,-1.0000,0,,,,,-7.14,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-04-16,2019-06;
WASP-178,Gaia DR2 6003809889735481856,1,9360.00,150.00,-150.00,0,0.210,0.160,-0.160,0,[Fe/H],4.31,0.04,-0.04,0,8.2000,0.6000,-0.6000,0,,,,,-23.91,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-10-02,2019-11;
WASP-18,Gaia DR2 4955371367334610048,1,6432.00,48.00,-48.00,0,0.107,0.080,-0.080,0,[Fe/H],4.31,0.04,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022-01-31,2020-04;
WASP-18,Gaia DR2 4955371367334610048,1,6400.00,,,0,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-12-02,2019-12;
WASP-180 A,Gaia DR2 3070964117005132416,1,6600.00,200.00,-200.00,0,0.100,0.200,-0.200,0,[Fe/H],4.42,0.01,-0.01,0,19.9000,0.6000,-0.6000,0,3.30,,,1,28.90,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-09-20,2019-12;
WASP-181,Gaia DR2 2512413932376364288,1,5839.00,70.00,-70.00,0,0.090,0.040,-0.040,0,[Fe/H],4.49,0.04,-0.04,0,3.3000,0.9000,-0.9000,0,,,,,-8.55,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-04-16,2019-06;
WASP-182,Gaia DR2 6677909439240233472,1,5638.00,100.00,-100.00,0,0.270,0.110,-0.110,0,[Fe/H],4.22,0.03,-0.03,0,1.4000,1.0000,-1.0000,0,30.00,2.00,-2.00,0,-34.13,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-09-04,2019-10;
WASP-183,Gaia DR2 3803004978659671040,1,5313.00,72.00,-72.00,0,-0.310,0.040,-0.040,0,[Fe/H],4.45,0.04,-0.04,0,1.0000,1.0000,-1.0000,0,,,,,68.71,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-04-16,2019-06;
WASP-184,Gaia DR2 6173435259395017344,1,6000.00,100.00,-100.00,0,0.120,0.080,-0.080,0,[Fe/H],4.09,0.05,-0.05,0,4.5000,1.1000,-1.1000,0,,,,,8.37,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-10-02,2019-11;
WASP-185,Gaia DR2 6284007337003799552,1,5900.00,100.00,-100.00,0,-0.020,0.060,-0.060,0,[Fe/H],4.13,0.05,-0.05,0,2.8000,0.9000,-0.9000,0,,,,,23.87,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-10-02,2019-11;
WASP-186,Gaia DR2 2790691147020786816,1,6361.00,105.00,-82.00,0,-0.080,0.140,-0.140,0,[Fe/H],4.19,0.03,-0.03,0,15.6000,0.9000,-0.9000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2020-12-10,2020-09;
WASP-187,Gaia DR2 306410392895767680,1,6150.00,92.00,-85.00,0,0.000,0.110,-0.110,0,[Fe/H],3.72,0.03,-0.03,0,15.3000,1.0000,-1.0000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2020-12-10,2020-09;
WASP-189,Gaia DR2 6339097679918871168,1,8000.00,80.00,-80.00,0,0.290,0.130,-0.130,0,[Fe/H],3.90,0.20,-0.20,0,93.1000,1.7000,-1.7000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022-03-16,2020-11;
WASP-19,Gaia DR2 5411736896952029568,1,5616.00,66.00,-65.00,0,0.040,0.250,-0.300,0,[Fe/H],4.42,0.02,-0.02,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022-01-31,2020-04;
WASP-190,Gaia DR2 4994237247949280000,1,6400.00,100.00,-100.00,0,-0.020,0.050,-0.050,0,[Fe/H],4.17,0.04,-0.04,0,13.3000,0.6000,-0.6000,0,,,,,0.82,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-03-01,2019-04;
WASP-192,Gaia DR2 6198312362812872320,1,5910.00,145.00,-145.00,0,0.140,0.080,-0.080,0,[Fe/H],4.24,0.05,-0.05,0,3.1000,1.1000,-1.1000,0,,,,,15.90,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-10-02,2019-11;
WASP-2,Gaia DR2 1748596020745038208,1,5180.00,190.00,-190.00,0,0.120,0.210,-0.190,0,[Fe/H],4.51,0.02,-0.02,0,,,,,,,,,-27.87,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-09-23,2019-11;
WASP-20,Gaia DR2 2359978293136820864,1,5940.00,100.00,-100.00,0,-0.008,0.060,-0.060,0,[Fe/H],4.23,0.02,-0.02,0,4.7500,0.5100,-0.5100,0,,,,,1.32,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2015-03-05,2015-03;
WASP-21,Gaia DR2 2831084391023184128,1,,,,,,,,,,,,,,1.5000,0.6000,-0.6000,0,,,,,-89.45,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2010-09;
WASP-22,Gaia DR2 5086537022856406272,1,6000.00,100.00,-100.00,0,-0.050,,,0,[Fe/H],4.50,0.20,-0.20,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-23,Gaia DR2 5557345496687437696,1,5150.00,100.00,,0,,,,,,,,,,2.2000,0.3000,,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2011-07;
WASP-24,Gaia DR2 1153682508388170112,1,6075.00,100.00,-100.00,0,0.000,,,0,[Fe/H],4.26,0.17,-0.17,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-25,Gaia DR2 6186950525042445824,1,5750.00,100.00,-100.00,0,-0.050,,,0,[Fe/H],4.50,0.15,-0.15,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-26,Gaia DR2 2416782701664155008,1,6034.00,31.00,-31.00,0,0.160,,,0,[Fe/H],4.44,0.06,-0.06,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-28,Gaia DR2 2641087471777046016,1,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022-02-22,2020-01;
WASP-29,Gaia DR2 6534414719318224512,1,4800.00,150.00,-150.00,0,0.110,,,0,[Fe/H],4.50,0.20,-0.20,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-3,Gaia DR2 2095108312831835648,1,6400.00,100.00,-100.00,0,0.000,,,0,[Fe/H],4.25,0.05,-0.05,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-04-01,2017-03;
WASP-31,Gaia DR2 3545873945303316224,1,6302.00,102.00,,0,,,,,,,,,,7.9000,0.6000,,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2011-07;
WASP-32,Gaia DR2 2546413408888429696,1,6140.00,95.00,-95.00,0,-0.130,,,0,[Fe/H],4.40,0.02,-0.02,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-33,Gaia DR2 328636019723252096,1,7430.00,100.00,-100.00,0,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-07-08,2019-07;
WASP-34,Gaia DR2 3537110833333561728,1,5700.00,100.00,-100.00,0,-0.020,,,0,[Fe/H],4.50,0.10,-0.10,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-35,Gaia DR2 3211188618762023424,1,5990.00,80.00,-80.00,0,-0.150,,,0,[Fe/H],4.40,0.01,-0.01,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-36,Gaia DR2 5750936092375254016,1,5959.00,134.00,-134.00,0,-0.260,0.100,-0.100,0,[Fe/H],4.49,0.01,-0.01,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-04-05,2016-06;
WASP-37,Gaia DR2 3652176997218325888,1,5800.00,150.00,,0,,,,,,,,,,2.4000,1.6000,,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2011-01;
WASP-38,Gaia DR2 4453211899986180352,1,6180.00,50.00,-50.00,0,-0.020,,,0,[Fe/H],4.25,0.01,-0.01,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-39,Gaia DR2 3643098875168270592,1,5400.00,150.00,,0,,,,,,,,,,1.4000,0.6000,,0,,,,,-58.48,0.00,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2011-07;
WASP-4,Gaia DR2 6535499658122055552,1,5400.00,90.00,-90.00,0,-0.070,0.190,-0.190,0,[Fe/H],4.47,0.11,-0.11,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-08-09,2019-06;
WASP-41,Gaia DR2 6160877943251930368,1,5545.00,33.00,-33.00,0,0.060,,,0,[Fe/H],4.53,0.05,-0.05,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-41,Gaia DR2 6160877943251930368,1,5545.00,33.00,-33.00,0,0.060,0.020,-0.020,0,[Fe/H],4.53,0.02,-0.02,0,2.6400,0.2500,-0.2500,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2015-10-07,2015-09;
WASP-42,Gaia DR2 6139698733664726784,1,5315.00,79.00,-79.00,0,0.290,0.050,-0.050,0,[Fe/H],4.51,0.02,-0.02,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-02-24,2016-04;
WASP-43,Gaia DR2 3767805209112436736,1,4400.00,200.00,,0,,,,,,,,,,4.0000,0.4000,,0,,,,,-3.59,0.00,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2011-11;
WASP-44,Gaia DR2 2424406513428936832,1,5420.00,100.00,-100.00,0,-0.003,0.100,-0.100,0,[Fe/H],4.49,0.04,-0.04,0,,,,,,,,,-4.04,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-09-20,2019-11;
