hostname,gaia_id,default_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rowupdate,pl_pubdate;
CFHTWIR-Oph 98 A,,1,2320.00,40.00,-40.00,0,,,,,,3.85,0.01,-0.01,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-05-17,2020-12;
CHXR 73,Gaia DR2 5201175987817179136,1,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2006-10;
CI Tau,Gaia DR2 145203159127518336,1,,,,,,,,,,,,,,,,,,,,,,18.00,3.70,-4.40,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-06-19,2019-06;
COCONUTS-2 A,Gaia DR2 5213167330349528064,1,3406.00,69.00,-69.00,0,0.000,0.080,-0.080,0,[Fe/H],4.83,0.03,-0.03,0,,,,,2.83,0.28,-0.28,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-08-16,2021-08;
CT Cha,Gaia DR2 5201360671411974912,1,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2008-11;
CoRoT-1,Gaia DR2 3105507886130792448,1,5950.00,150.00,-150.00,0,-0.300,0.250,-0.250,0,[M/H],4.25,0.30,-0.30,0,5.2000,1.0000,-1.0000,0,,,,,23.35,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2008-05;
CoRoT-10,Gaia DR2 4263752921128319616,1,5075.00,75.00,-75.00,0,0.260,0.070,-0.070,0,[Fe/H],4.65,0.10,-0.10,0,2.0000,0.5000,-0.5000,0,,,,,15.33,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2010-09;
CoRoT-11,Gaia DR2 4285511294172309504,1,6440.00,120.00,-120.00,0,-0.030,0.080,-0.080,0,[Fe/H],4.22,0.23,-0.23,0,40.0000,5.0000,-5.0000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2010-12;
CoRoT-12,Gaia DR2 3107255598526406912,1,5675.00,80.00,-80.00,0,0.160,0.100,-0.100,0,[Fe/H],4.38,0.07,-0.06,0,1.0000,1.0000,-1.0000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2010-09;
CoRoT-13,Gaia DR2 3101974231859723776,1,5945.00,90.00,-90.00,0,0.010,0.070,-0.070,0,[Fe/H],4.46,0.05,-0.05,0,4.0000,1.0000,-1.0000,0,,,,,22.45,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2010-11;
CoRoT-14,Gaia DR2 3101145195794755072,1,6035.00,100.00,-100.00,0,0.050,0.150,-0.150,0,[Fe/H],4.35,0.15,-0.15,0,9.0000,0.5000,-0.5000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2011-04;
CoRoT-16,Gaia DR2 4256135160951556480,1,5650.00,100.00,-100.00,0,0.190,0.060,-0.060,0,[M/H],4.36,0.10,-0.10,0,1.0000,,,1,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2012-05;
CoRoT-17,Gaia DR2 4255957040079935488,1,5740.00,80.00,-80.00,0,0.000,0.100,-0.100,0,[Fe/H],4.40,0.10,-0.10,0,4.5000,0.5000,-0.5000,0,,,,,54.77,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2011-07;
CoRoT-18,Gaia DR2 3120058170178779392,1,5440.00,100.00,-100.00,0,-0.100,0.100,-0.100,0,[Fe/H],4.40,0.10,-0.10,0,8.0000,1.0000,-1.0000,0,,,,,29.55,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-12-02,2011-09;
CoRoT-19,Gaia DR2 3120002649138831360,1,6090.00,70.00,-70.00,0,-0.020,0.100,-0.100,0,[Fe/H],4.07,0.03,-0.03,0,6.0000,1.0000,-1.0000,0,,,,,24.16,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2012-01;
CoRoT-2,Gaia DR2 4287820848378092672,1,5625.00,120.00,-120.00,0,,,,,,,,,,10.8700,0.3200,-0.3200,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2010-02;
CoRoT-20,Gaia DR2 3120122805143587328,1,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-07-18,2018-11;
CoRoT-20,Gaia DR2 3120122805143587328,1,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-07-18,2018-11;
CoRoT-21,Gaia DR2 3107471240236703104,1,6200.00,100.00,-100.00,0,0.000,0.100,-0.100,0,[Fe/H],3.70,0.10,-0.10,0,11.0000,1.0000,-1.0000,0,,,,,101.00,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-12-03,2012-09;
CoRoT-22,Gaia DR2 4285572454508522496,1,5939.00,54.00,-120.00,0,0.170,0.070,-0.120,0,[Fe/H],4.36,0.07,-0.03,0,4.0000,1.5000,-1.5000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-08-21,2014-08;
CoRoT-23,Gaia DR2 4283597937777249408,1,5900.00,100.00,-100.00,0,0.050,0.100,-0.100,0,[Fe/H],4.30,0.20,-0.20,0,9.0000,1.0000,-1.0000,0,,,,,-35.18,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2012-01;
CoRoT-24,Gaia DR2 3105404467618982272,1,4950.00,150.00,-150.00,0,0.300,0.150,-0.150,0,[Fe/H],4.55,0.15,-0.15,0,2.0000,1.0000,-1.5000,0,,,,,51.37,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-06-06,2014-07;
CoRoT-24,Gaia DR2 3105404467618982272,1,4950.00,150.00,-150.00,0,0.300,0.150,-0.150,0,[Fe/H],4.55,0.15,-0.15,0,2.0000,1.0000,-1.5000,0,,,,,51.37,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-06-11,2014-07;
CoRoT-25,Gaia DR2 4285689616891369600,1,6040.00,90.00,-90.00,0,-0.010,0.130,-0.130,0,[Fe/H],4.31,0.05,-0.08,0,4.3000,0.5000,-0.5000,0,,,,,-15.42,0.00,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2013-07;
CoRoT-26,Gaia DR2 4286437357841760000,1,5590.00,100.00,-100.00,0,0.010,0.130,-0.130,0,[Fe/H],3.99,0.05,-0.08,0,2.0000,1.0000,-1.0000,0,,,,,15.51,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2013-07;
CoRoT-27,Gaia DR2 4284721191974346752,1,5900.00,120.00,-120.00,0,-0.100,0.100,-0.100,0,[M/H],4.40,0.10,-0.10,0,4.0000,1.0000,-1.0000,0,,,,,-4.09,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2014-02;
CoRoT-28,Gaia DR2 4284680029006075648,1,5150.00,100.00,-100.00,0,0.150,0.100,-0.100,0,[Fe/H],3.60,0.20,-0.20,0,3.0000,0.5000,-0.5000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2015-04-16,2015-07;
CoRoT-29,Gaia DR2 4285073581136130560,1,5260.00,100.00,-100.00,0,0.200,0.100,-0.100,0,[Fe/H],4.30,0.20,-0.20,0,3.5000,0.5000,-0.5000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2015-04-16,2015-07;
CoRoT-3,Gaia DR2 4263427117767106816,1,6740.00,140.00,-140.00,0,,,,,,4.22,0.07,-0.07,0,17.0000,1.0000,-1.0000,0,,,,,-56.16,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2008-12;
CoRoT-30,Gaia DR2 4477300378701511296,1,5650.00,100.00,-100.00,0,0.020,0.100,-0.100,0,[Fe/H],4.40,0.10,-0.10,0,4.3000,0.4000,-0.4000,0,,,,,-34.93,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2020-04-10,2020-03;
CoRoT-31,Gaia DR2 3020494716521521152,1,5700.00,120.00,-120.00,0,0.000,0.100,-0.100,0,[Fe/H],3.85,0.25,-0.25,0,2.8000,0.5000,-0.5000,0,,,,,18.60,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2020-04-10,2020-03;
CoRoT-35,Gaia DR2 4213081309275729792,1,6390.00,130.00,-130.00,0,-0.500,0.100,-0.100,0,[Fe/H],4.01,0.05,-0.05,0,8.8000,0.3000,-0.3000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022-08-01,2022-07;
CoRoT-36,Gaia DR2 4477340334766250496,1,6730.00,140.00,-140.00,0,-0.100,0.100,-0.100,0,[Fe/H],4.16,0.06,-0.06,0,25.6000,0.3000,-0.3000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022-08-01,2022-07;
CoRoT-4,Gaia DR2 3113201890547554432,1,6190.00,60.00,-60.00,0,,,,,,4.41,0.05,-0.05,0,6.4000,1.0000,-1.0000,0,,,,,32.30,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2008-09;
CoRoT-5,Gaia DR2 3125611120515388800,1,6100.00,65.00,-65.00,0,-0.250,0.060,-0.060,0,[M/H],4.19,0.03,-0.03,0,1.0000,1.0000,-1.0000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2009-10;
CoRoT-6,Gaia DR2 4285684673395749120,1,6090.00,70.00,-70.00,0,-0.200,0.100,-0.100,0,[Fe/H],4.43,0.10,-0.10,0,7.6000,1.0000,-1.0000,0,,,,,-18.24,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2010-03;
CoRoT-7,Gaia DR2 3107267177757848576,1,5275.00,75.00,-75.00,0,0.050,,,0,[Fe/H],4.50,0.10,-0.10,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2020-11-13,2017-03;
CoRoT-7,Gaia DR2 3107267177757848576,1,5256.00,91.33,-130.85,0,0.060,0.100,-0.100,0,[M/H],4.52,0.08,-0.08,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2015-09-08,2009-10;
CoRoT-7,Gaia DR2 3107267177757848576,1,5250.00,60.00,-60.00,0,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022-08-16,2022-07;
CoRoT-8,Gaia DR2 4287832775526476800,1,5080.00,80.00,-80.00,0,0.300,0.100,-0.100,0,[M/H],4.58,0.08,-0.08,0,2.0000,1.0000,-1.0000,0,,,,,-37.47,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2010-09;
CoRoT-9,Gaia DR2 4285571629874670080,1,5625.00,80.00,-80.00,0,-0.010,0.060,-0.060,0,[Fe/H],4.54,0.09,-0.09,0,3.5000,,,1,,,,,19.82,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2017-12-12,2017-07;
CoRoTID 223977153,Gaia DR2 3326541506073371776,1,5970.00,100.00,-100.00,0,0.000,0.200,-0.200,0,[Fe/H],4.67,0.11,-0.08,0,3.2000,1.0000,-1.0000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2017-09-14,2018-01;
DE CVn,Gaia DR2 1550299304833675392,1,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-07-03,2018-11;
DENIS-P J082303.1-491201,Gaia DR2 5514929155583865216,1,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2013-08;
DH Tau,Gaia DR2 151374202498079872,1,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2012-04;
DMPP-1,Gaia DR2 3011005587574818432,1,6196.00,29.00,-29.00,0,,,,,,4.41,0.21,-0.21,0,3.4100,0.2400,-0.2400,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2020-01-23,2019-12;
DMPP-1,Gaia DR2 3011005587574818432,1,6196.00,29.00,-29.00,0,,,,,,4.41,0.21,-0.21,0,3.4100,0.2400,-0.2400,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2020-01-23,2019-12;
DMPP-1,Gaia DR2 3011005587574818432,1,6196.00,29.00,-29.00,0,,,,,,4.41,0.21,-0.21,0,3.4100,0.2400,-0.2400,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2020-01-23,2019-12;
DMPP-1,Gaia DR2 3011005587574818432,1,6196.00,29.00,-29.00,0,,,,,,4.41,0.21,-0.21,0,3.4100,0.2400,-0.2400,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2020-01-23,2019-12;
DMPP-2,Gaia DR2 5017319806652067072,1,6500.00,100.00,-100.00,0,,,,,,4.10,0.04,-0.04,0,5.1000,1.0000,-1.0000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2020-01-23,2019-12;
DMPP-3 A,,1,5138.00,99.00,-99.00,0,0.180,0.090,-0.090,0,[Fe/H],4.30,0.51,-0.51,0,1.9700,0.1400,-0.1400,0,21.80,0.50,-16.50,0,,,,,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,2020-01-23,2019-12;
DP Leo,Gaia DR2 3971777500966832384,1,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2011-02;
DS Tuc A,Gaia DR2 6387058411482257536,1,5428.00,80.00,-80.00,0,0.000,,,0,,,,,,17.8000,0.2000,-0.2000,0,2.85,0.04,-0.05,0,8.05,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-07-03,2019-07;
EPIC 201170410,Gaia DR2 3786541956697428224,1,3648.00,172.00,-143.00,0,-0.048,0.150,-0.210,0,[Fe/H],5.00,0.07,-0.07,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2020-11-13,2020-08;
EPIC 201238110,Gaia DR2 3600975145895223040,1,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-06-03,2019-07;
EPIC 201427007,Gaia DR2 3698079992771142784,1,5633.00,111.00,-111.00,0,-0.053,0.240,-0.240,0,[Fe/H],4.40,0.07,-0.07,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-10-25,2021-08;
EPIC 201497682,Gaia DR2 3810098271767907840,1,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-06-03,2019-07;
EPIC 201595106,Gaia DR2 3701123406596146048,1,5820.00,20.00,-20.00,0,-0.010,0.030,-0.030,0,[Fe/H],4.60,0.10,-0.10,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-10-25,2021-08;
K2-166,Gaia DR2 3701015375282968064,1,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-06-03,2019-07;
K2-16,Gaia DR2 3897048338487064064,1,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-06-03,2019-07;
EPIC 201757695,,1,4520.00,108.00,-54.00,0,-0.003,0.120,-0.300,0,[Fe/H],4.66,0.04,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2020-11-13,2020-08;
K2-50,Gaia DR2 3817000078053804672,1,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-06-03,2019-07;
EPIC 201841433,Gaia DR2 3909373932553827072,1,5053.00,103.00,-166.00,0,0.000,,,0,[Fe/H],4.59,0.05,-2.86,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2020-11-13,2020-08;
K2-168,Gaia DR2 6826271727199243264,1,5502.70,101.00,-50.50,0,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-08-09,2019-07;
EPIC 206024342,Gaia DR2 6839540362940861568,1,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-06-03,2019-07;
EPIC 206024342,Gaia DR2 6839540362940861568,1,5724.00,72.00,-72.00,0,-0.220,0.060,-0.060,0,[Fe/H],4.50,0.10,-0.10,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-10-25,2021-08;
EPIC 206024342,Gaia DR2 6839540362940861568,1,5724.00,72.00,-72.00,0,-0.220,0.060,-0.060,0,[Fe/H],4.50,0.10,-0.10,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-10-25,2021-08;
EPIC 206032309,Gaia DR2 2597400855444243840,1,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-06-03,2019-07;
EPIC 206042996,Gaia DR2 2600942622915012608,1,4114.00,99.00,-99.00,0,0.006,0.120,-0.120,0,[Fe/H],4.80,0.05,-0.05,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022-03-28,2021-08;
EPIC 206042996,Gaia DR2 2600942622915012608,1,4114.00,99.00,-99.00,0,0.006,0.120,-0.120,0,[Fe/H],4.80,0.05,-0.05,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-10-25,2021-08;
EPIC 206215704,Gaia DR2 2615281560211505408,1,3297.00,73.00,-73.00,0,-0.330,0.093,-0.093,0,[Fe/H],4.90,0.08,-0.08,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022-03-28,2021-08;
EPIC 206317286,Gaia DR2 2621545958991110144,1,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-06-03,2019-07;
EPIC 206317286,Gaia DR2 2621545958991110144,1,4752.00,138.00,-138.00,0,0.019,0.235,-0.235,0,[Fe/H],4.60,0.15,-0.15,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022-03-16,2022-03;
EPIC 211822797,Gaia DR2 658607950370340608,1,4057.00,37.00,-39.00,0,0.200,0.050,-0.070,0,[Fe/H],4.70,0.01,-0.01,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-09-20,2021-09;
EPIC 211945201,Gaia DR2 636363799347569408,1,6069.00,90.00,-90.00,0,0.100,0.050,-0.050,0,[Fe/H],4.22,0.02,-0.02,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-10-24,2018-12;
EPIC 212297394,Gaia DR2 6294955311720593024,1,5171.00,172.00,-130.00,0,-0.030,0.150,-0.160,0,[Fe/H],4.55,0.03,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-08-30,2021-08;
EPIC 212297394,Gaia DR2 6294955311720593024,1,5171.00,172.00,-130.00,0,-0.030,0.150,-0.160,0,[Fe/H],4.55,0.03,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-08-23,2021-08;
EPIC 212424622,Gaia DR2 3608139421926380544,1,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-06-03,2019-07;
EPIC 212499991,Gaia DR2 3610090784483619456,1,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-06-03,2019-07;
EPIC 212587672,Gaia DR2 3616620814104819328,1,6004.00,77.00,-78.00,0,-0.180,0.060,-0.060,0,[Fe/H],4.45,0.03,-0.04,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-08-30,2021-08;
